ID	Sex	DR	Vowel	Speaker
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	iy	ADC0
ADC0	M	3	ae	ADC0
ADC0	M	3	ae	ADC0
ADC0	M	3	ae	ADC0
ADC0	M	3	ae	ADC0
ADC0	M	3	ae	ADC0
ADC0	M	3	ae	ADC0
ADC0	M	3	ae	ADC0
ADC0	M	3	ae	ADC0
ADC0	M	3	ae	ADC0
ADC0	M	3	ae	ADC0
ADC0	M	3	ae	ADC0
ADC0	M	3	aa	ADC0
ADC0	M	3	aa	ADC0
ADC0	M	3	aa	ADC0
ADC0	M	3	aa	ADC0
ADC0	M	3	aa	ADC0
ADC0	M	3	aa	ADC0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	iy	ADD0
ADD0	M	7	ae	ADD0
ADD0	M	7	ae	ADD0
ADD0	M	7	ae	ADD0
ADD0	M	7	ae	ADD0
ADD0	M	7	ae	ADD0
ADD0	M	7	ae	ADD0
ADD0	M	7	ae	ADD0
ADD0	M	7	ae	ADD0
ADD0	M	7	ae	ADD0
ADD0	M	7	ae	ADD0
ADD0	M	7	ae	ADD0
ADD0	M	7	aa	ADD0
ADD0	M	7	aa	ADD0
ADD0	M	7	aa	ADD0
ADD0	M	7	aa	ADD0
ADD0	M	7	aa	ADD0
ADD0	M	7	aa	ADD0
ADD0	M	7	aa	ADD0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	iy	ADG0
ADG0	F	4	ae	ADG0
ADG0	F	4	ae	ADG0
ADG0	F	4	ae	ADG0
ADG0	F	4	ae	ADG0
ADG0	F	4	ae	ADG0
ADG0	F	4	ae	ADG0
ADG0	F	4	ae	ADG0
ADG0	F	4	ae	ADG0
ADG0	F	4	ae	ADG0
ADG0	F	4	aa	ADG0
ADG0	F	4	aa	ADG0
ADG0	F	4	aa	ADG0
AEB0	M	4	iy	AEB0
AEB0	M	4	iy	AEB0
AEB0	M	4	iy	AEB0
AEB0	M	4	iy	AEB0
AEB0	M	4	iy	AEB0
AEB0	M	4	iy	AEB0
AEB0	M	4	iy	AEB0
AEB0	M	4	iy	AEB0
AEB0	M	4	iy	AEB0
AEB0	M	4	iy	AEB0
AEB0	M	4	iy	AEB0
AEB0	M	4	iy	AEB0
AEB0	M	4	ae	AEB0
AEB0	M	4	ae	AEB0
AEB0	M	4	ae	AEB0
AEB0	M	4	ae	AEB0
AEB0	M	4	ae	AEB0
AEB0	M	4	ae	AEB0
AEB0	M	4	ae	AEB0
AEB0	M	4	ae	AEB0
AEB0	M	4	aa	AEB0
AEB0	M	4	aa	AEB0
AEB0	M	4	aa	AEB0
AEB0	M	4	aa	AEB0
AEB0	M	4	aa	AEB0
AEB0	M	4	aa	AEB0
AEB0	M	4	aa	AEB0
AEB0	M	4	aa	AEB0
AEB0	M	4	aa	AEB0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	iy	AEM0
AEM0	F	2	ae	AEM0
AEM0	F	2	ae	AEM0
AEM0	F	2	ae	AEM0
AEM0	F	2	ae	AEM0
AEM0	F	2	ae	AEM0
AEM0	F	2	ae	AEM0
AEM0	F	2	ae	AEM0
AEM0	F	2	ae	AEM0
AEM0	F	2	ae	AEM0
AEM0	F	2	ae	AEM0
AEM0	F	2	ae	AEM0
AEM0	F	2	ae	AEM0
AEM0	F	2	aa	AEM0
AEM0	F	2	aa	AEM0
AEM0	F	2	aa	AEM0
AEM0	F	2	aa	AEM0
AEM0	F	2	aa	AEM0
AEM0	F	2	aa	AEM0
AEO0	M	7	iy	AEO0
AEO0	M	7	iy	AEO0
AEO0	M	7	iy	AEO0
AEO0	M	7	iy	AEO0
AEO0	M	7	iy	AEO0
AEO0	M	7	iy	AEO0
AEO0	M	7	iy	AEO0
AEO0	M	7	iy	AEO0
AEO0	M	7	iy	AEO0
AEO0	M	7	iy	AEO0
AEO0	M	7	iy	AEO0
AEO0	M	7	ae	AEO0
AEO0	M	7	ae	AEO0
AEO0	M	7	ae	AEO0
AEO0	M	7	ae	AEO0
AEO0	M	7	ae	AEO0
AEO0	M	7	ae	AEO0
AEO0	M	7	ae	AEO0
AEO0	M	7	aa	AEO0
AEO0	M	7	aa	AEO0
AEO0	M	7	aa	AEO0
AEO0	M	7	aa	AEO0
AEO0	M	7	aa	AEO0
AEO0	M	7	aa	AEO0
AEO0	M	7	aa	AEO0
AEO0	M	7	aa	AEO0
AEO0	M	7	aa	AEO0
AEO0	M	7	aa	AEO0
AFM0	M	7	iy	AFM0
AFM0	M	7	iy	AFM0
AFM0	M	7	iy	AFM0
AFM0	M	7	iy	AFM0
AFM0	M	7	iy	AFM0
AFM0	M	7	iy	AFM0
AFM0	M	7	iy	AFM0
AFM0	M	7	iy	AFM0
AFM0	M	7	iy	AFM0
AFM0	M	7	iy	AFM0
AFM0	M	7	iy	AFM0
AFM0	M	7	iy	AFM0
AFM0	M	7	ae	AFM0
AFM0	M	7	ae	AFM0
AFM0	M	7	ae	AFM0
AFM0	M	7	ae	AFM0
AFM0	M	7	ae	AFM0
AFM0	M	7	ae	AFM0
AFM0	M	7	ae	AFM0
AFM0	M	7	aa	AFM0
AFM0	M	7	aa	AFM0
AFM0	M	7	aa	AFM0
AFM0	M	7	aa	AFM0
AFM0	M	7	aa	AFM0
AFM0	M	7	aa	AFM0
AFM0	M	7	aa	AFM0
AFM0	M	7	aa	AFM0
AFM0	M	7	aa	AFM0
AFM0	M	7	aa	AFM0
AFM0	M	7	aa	AFM0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	iy	AHH0
AHH0	M	5	ae	AHH0
AHH0	M	5	ae	AHH0
AHH0	M	5	ae	AHH0
AHH0	M	5	ae	AHH0
AHH0	M	5	ae	AHH0
AHH0	M	5	ae	AHH0
AHH0	M	5	ae	AHH0
AHH0	M	5	ae	AHH0
AHH0	M	5	aa	AHH0
AHH0	M	5	aa	AHH0
AHH0	M	5	aa	AHH0
AHH0	M	5	aa	AHH0
AHH0	M	5	aa	AHH0
AHH0	M	5	aa	AHH0
AHH0	M	5	aa	AHH0
AHH0	M	5	aa	AHH0
AHH0	M	5	aa	AHH0
AJC0	M	8	iy	AJC0
AJC0	M	8	iy	AJC0
AJC0	M	8	iy	AJC0
AJC0	M	8	iy	AJC0
AJC0	M	8	iy	AJC0
AJC0	M	8	iy	AJC0
AJC0	M	8	iy	AJC0
AJC0	M	8	iy	AJC0
AJC0	M	8	iy	AJC0
AJC0	M	8	iy	AJC0
AJC0	M	8	iy	AJC0
AJC0	M	8	iy	AJC0
AJC0	M	8	iy	AJC0
AJC0	M	8	iy	AJC0
AJC0	M	8	ae	AJC0
AJC0	M	8	ae	AJC0
AJC0	M	8	ae	AJC0
AJC0	M	8	ae	AJC0
AJC0	M	8	ae	AJC0
AJC0	M	8	ae	AJC0
AJC0	M	8	ae	AJC0
AJC0	M	8	ae	AJC0
AJC0	M	8	ae	AJC0
AJC0	M	8	aa	AJC0
AJC0	M	8	aa	AJC0
AJC0	M	8	aa	AJC0
AJC0	M	8	aa	AJC0
AJC0	M	8	aa	AJC0
AJC0	M	8	aa	AJC0
AJP0	M	6	iy	AJP0
AJP0	M	6	iy	AJP0
AJP0	M	6	iy	AJP0
AJP0	M	6	iy	AJP0
AJP0	M	6	iy	AJP0
AJP0	M	6	iy	AJP0
AJP0	M	6	iy	AJP0
AJP0	M	6	iy	AJP0
AJP0	M	6	ae	AJP0
AJP0	M	6	ae	AJP0
AJP0	M	6	ae	AJP0
AJP0	M	6	ae	AJP0
AJP0	M	6	ae	AJP0
AJP0	M	6	ae	AJP0
AJP0	M	6	ae	AJP0
AJP0	M	6	ae	AJP0
AJP0	M	6	ae	AJP0
AJP0	M	6	ae	AJP0
AJP0	M	6	ae	AJP0
AJP0	M	6	aa	AJP0
AJP0	M	6	aa	AJP0
AJP0	M	6	aa	AJP0
AJW0	F	2	iy	AJW0
AJW0	F	2	iy	AJW0
AJW0	F	2	iy	AJW0
AJW0	F	2	iy	AJW0
AJW0	F	2	iy	AJW0
AJW0	F	2	iy	AJW0
AJW0	F	2	iy	AJW0
AJW0	F	2	iy	AJW0
AJW0	F	2	iy	AJW0
AJW0	F	2	iy	AJW0
AJW0	F	2	iy	AJW0
AJW0	F	2	iy	AJW0
AJW0	F	2	iy	AJW0
AJW0	F	2	ae	AJW0
AJW0	F	2	ae	AJW0
AJW0	F	2	ae	AJW0
AJW0	F	2	ae	AJW0
AJW0	F	2	ae	AJW0
AJW0	F	2	ae	AJW0
AJW0	F	2	ae	AJW0
AJW0	F	2	ae	AJW0
AJW0	F	2	ae	AJW0
AJW0	F	2	ae	AJW0
AJW0	F	2	ae	AJW0
AJW0	F	2	aa	AJW0
AJW0	F	2	aa	AJW0
AJW0	F	2	aa	AJW0
AJW0	F	2	aa	AJW0
AKB0	M	3	iy	AKB0
AKB0	M	3	iy	AKB0
AKB0	M	3	iy	AKB0
AKB0	M	3	iy	AKB0
AKB0	M	3	iy	AKB0
AKB0	M	3	iy	AKB0
AKB0	M	3	iy	AKB0
AKB0	M	3	iy	AKB0
AKB0	M	3	iy	AKB0
AKB0	M	3	iy	AKB0
AKB0	M	3	iy	AKB0
AKB0	M	3	ae	AKB0
AKB0	M	3	ae	AKB0
AKB0	M	3	ae	AKB0
AKB0	M	3	ae	AKB0
AKB0	M	3	ae	AKB0
AKB0	M	3	ae	AKB0
AKB0	M	3	ae	AKB0
AKB0	M	3	ae	AKB0
AKB0	M	3	ae	AKB0
AKB0	M	3	ae	AKB0
AKB0	M	3	ae	AKB0
AKB0	M	3	ae	AKB0
AKB0	M	3	aa	AKB0
AKB0	M	3	aa	AKB0
AKB0	M	3	aa	AKB0
AKB0	M	3	aa	AKB0
AKB0	M	3	aa	AKB0
AKR0	M	3	iy	AKR0
AKR0	M	3	iy	AKR0
AKR0	M	3	iy	AKR0
AKR0	M	3	iy	AKR0
AKR0	M	3	iy	AKR0
AKR0	M	3	iy	AKR0
AKR0	M	3	iy	AKR0
AKR0	M	3	iy	AKR0
AKR0	M	3	iy	AKR0
AKR0	M	3	iy	AKR0
AKR0	M	3	iy	AKR0
AKR0	M	3	ae	AKR0
AKR0	M	3	ae	AKR0
AKR0	M	3	ae	AKR0
AKR0	M	3	ae	AKR0
AKR0	M	3	ae	AKR0
AKR0	M	3	ae	AKR0
AKR0	M	3	ae	AKR0
AKR0	M	3	ae	AKR0
AKR0	M	3	ae	AKR0
AKR0	M	3	aa	AKR0
AKR0	M	3	aa	AKR0
AKR0	M	3	aa	AKR0
AKR0	M	3	aa	AKR0
AKR0	M	3	aa	AKR0
AKR0	M	3	aa	AKR0
AKR0	M	3	aa	AKR0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	iy	AKS0
AKS0	F	1	ae	AKS0
AKS0	F	1	ae	AKS0
AKS0	F	1	ae	AKS0
AKS0	F	1	ae	AKS0
AKS0	F	1	ae	AKS0
AKS0	F	1	ae	AKS0
AKS0	F	1	ae	AKS0
AKS0	F	1	ae	AKS0
AKS0	F	1	aa	AKS0
AKS0	F	1	aa	AKS0
AKS0	F	1	aa	AKS0
AKS0	F	1	aa	AKS0
AKS0	F	1	aa	AKS0
AKS0	F	1	aa	AKS0
AKS0	F	1	aa	AKS0
AKS0	F	1	aa	AKS0
AKS0	F	1	aa	AKS0
AKS0	F	1	aa	AKS0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	iy	ALK0
ALK0	F	3	ae	ALK0
ALK0	F	3	ae	ALK0
ALK0	F	3	ae	ALK0
ALK0	F	3	ae	ALK0
ALK0	F	3	ae	ALK0
ALK0	F	3	ae	ALK0
ALK0	F	3	ae	ALK0
ALK0	F	3	aa	ALK0
ALK0	F	3	aa	ALK0
ALK0	F	3	aa	ALK0
ALK0	F	3	aa	ALK0
ALK0	F	3	aa	ALK0
ALK0	F	3	aa	ALK0
ALK0	F	3	aa	ALK0
ALK0	F	3	aa	ALK0
ALK0	F	3	aa	ALK0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	iy	ALR0
ALR0	F	4	ae	ALR0
ALR0	F	4	ae	ALR0
ALR0	F	4	ae	ALR0
ALR0	F	4	ae	ALR0
ALR0	F	4	ae	ALR0
ALR0	F	4	ae	ALR0
ALR0	F	4	ae	ALR0
ALR0	F	4	aa	ALR0
ALR0	F	4	aa	ALR0
ALR0	F	4	aa	ALR0
ALR0	F	4	aa	ALR0
ALR0	F	4	aa	ALR0
ALR0	F	4	aa	ALR0
ALR0	F	4	aa	ALR0
APB0	F	6	iy	APB0
APB0	F	6	iy	APB0
APB0	F	6	iy	APB0
APB0	F	6	iy	APB0
APB0	F	6	iy	APB0
APB0	F	6	iy	APB0
APB0	F	6	iy	APB0
APB0	F	6	iy	APB0
APB0	F	6	iy	APB0
APB0	F	6	iy	APB0
APB0	F	6	iy	APB0
APB0	F	6	iy	APB0
APB0	F	6	ae	APB0
APB0	F	6	ae	APB0
APB0	F	6	ae	APB0
APB0	F	6	ae	APB0
APB0	F	6	ae	APB0
APB0	F	6	ae	APB0
APB0	F	6	ae	APB0
APB0	F	6	ae	APB0
APB0	F	6	ae	APB0
APB0	F	6	aa	APB0
APB0	F	6	aa	APB0
APB0	F	6	aa	APB0
APB0	F	6	aa	APB0
APV0	M	3	iy	APV0
APV0	M	3	iy	APV0
APV0	M	3	iy	APV0
APV0	M	3	iy	APV0
APV0	M	3	iy	APV0
APV0	M	3	iy	APV0
APV0	M	3	iy	APV0
APV0	M	3	iy	APV0
APV0	M	3	iy	APV0
APV0	M	3	iy	APV0
APV0	M	3	iy	APV0
APV0	M	3	iy	APV0
APV0	M	3	ae	APV0
APV0	M	3	ae	APV0
APV0	M	3	ae	APV0
APV0	M	3	ae	APV0
APV0	M	3	ae	APV0
APV0	M	3	ae	APV0
APV0	M	3	ae	APV0
APV0	M	3	ae	APV0
APV0	M	3	aa	APV0
APV0	M	3	aa	APV0
APV0	M	3	aa	APV0
ARC0	M	2	iy	ARC0
ARC0	M	2	iy	ARC0
ARC0	M	2	iy	ARC0
ARC0	M	2	iy	ARC0
ARC0	M	2	iy	ARC0
ARC0	M	2	iy	ARC0
ARC0	M	2	iy	ARC0
ARC0	M	2	iy	ARC0
ARC0	M	2	iy	ARC0
ARC0	M	2	iy	ARC0
ARC0	M	2	iy	ARC0
ARC0	M	2	iy	ARC0
ARC0	M	2	ae	ARC0
ARC0	M	2	ae	ARC0
ARC0	M	2	ae	ARC0
ARC0	M	2	ae	ARC0
ARC0	M	2	ae	ARC0
ARC0	M	2	ae	ARC0
ARC0	M	2	ae	ARC0
ARC0	M	2	ae	ARC0
ARC0	M	2	ae	ARC0
ARC0	M	2	aa	ARC0
ARC0	M	2	aa	ARC0
ARC0	M	2	aa	ARC0
ARC0	M	2	aa	ARC0
ARC0	M	2	aa	ARC0
ARC0	M	2	aa	ARC0
ARC0	M	2	aa	ARC0
ARC0	M	2	aa	ARC0
ARC0	M	2	aa	ARC0
ARC0	M	2	aa	ARC0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	iy	ARW0
ARW0	M	4	ae	ARW0
ARW0	M	4	ae	ARW0
ARW0	M	4	ae	ARW0
ARW0	M	4	ae	ARW0
ARW0	M	4	ae	ARW0
ARW0	M	4	ae	ARW0
ARW0	M	4	ae	ARW0
ARW0	M	4	aa	ARW0
ARW0	M	4	aa	ARW0
ARW0	M	4	aa	ARW0
ARW0	M	4	aa	ARW0
ARW0	M	4	aa	ARW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	iy	ASW0
ASW0	F	5	ae	ASW0
ASW0	F	5	ae	ASW0
ASW0	F	5	ae	ASW0
ASW0	F	5	ae	ASW0
ASW0	F	5	ae	ASW0
ASW0	F	5	ae	ASW0
ASW0	F	5	aa	ASW0
ASW0	F	5	aa	ASW0
ASW0	F	5	aa	ASW0
ASW0	F	5	aa	ASW0
ASW0	F	5	aa	ASW0
ASW0	F	5	aa	ASW0
ASW0	F	5	aa	ASW0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	iy	AWF0
AWF0	F	5	ae	AWF0
AWF0	F	5	ae	AWF0
AWF0	F	5	ae	AWF0
AWF0	F	5	ae	AWF0
AWF0	F	5	ae	AWF0
AWF0	F	5	ae	AWF0
AWF0	F	5	ae	AWF0
AWF0	F	5	ae	AWF0
AWF0	F	5	aa	AWF0
AWF0	F	5	aa	AWF0
AWF0	F	5	aa	AWF0
AWF0	F	5	aa	AWF0
AWF0	F	5	aa	AWF0
AWF0	F	5	aa	AWF0
AWF0	F	5	aa	AWF0
AWF0	F	5	aa	AWF0
AWF0	F	5	aa	AWF0
AWF0	F	5	aa	AWF0
AWF0	F	5	aa	AWF0
AWF0	F	5	aa	AWF0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	iy	BAR0
BAR0	M	7	ae	BAR0
BAR0	M	7	ae	BAR0
BAR0	M	7	ae	BAR0
BAR0	M	7	ae	BAR0
BAR0	M	7	ae	BAR0
BAR0	M	7	ae	BAR0
BAR0	M	7	aa	BAR0
BAR0	M	7	aa	BAR0
BAR0	M	7	aa	BAR0
BAR0	M	7	aa	BAR0
BAR0	M	7	aa	BAR0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	iy	BAS0
BAS0	F	4	ae	BAS0
BAS0	F	4	ae	BAS0
BAS0	F	4	ae	BAS0
BAS0	F	4	ae	BAS0
BAS0	F	4	ae	BAS0
BAS0	F	4	ae	BAS0
BAS0	F	4	ae	BAS0
BAS0	F	4	ae	BAS0
BAS0	F	4	ae	BAS0
BAS0	F	4	aa	BAS0
BAS0	F	4	aa	BAS0
BAS0	F	4	aa	BAS0
BAS0	F	4	aa	BAS0
BAS0	F	4	aa	BAS0
BAS0	F	4	aa	BAS0
BAS0	F	4	aa	BAS0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	iy	BBR0
BBR0	M	7	ae	BBR0
BBR0	M	7	ae	BBR0
BBR0	M	7	ae	BBR0
BBR0	M	7	ae	BBR0
BBR0	M	7	ae	BBR0
BBR0	M	7	ae	BBR0
BBR0	M	7	ae	BBR0
BBR0	M	7	ae	BBR0
BBR0	M	7	ae	BBR0
BBR0	M	7	aa	BBR0
BBR0	M	7	aa	BBR0
BBR0	M	7	aa	BBR0
BBR0	M	7	aa	BBR0
BBR0	M	7	aa	BBR0
BBR0	M	7	aa	BBR0
BBR0	M	7	aa	BBR0
BBR0	M	7	aa	BBR0
BBR0	M	7	aa	BBR0
BBR0	M	7	aa	BBR0
BBR0	M	7	aa	BBR0
BBR0	M	7	aa	BBR0
BBR0	M	7	aa	BBR0
BBR0	M	7	aa	BBR0
